"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT05","WT06","WT08","WT09"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-27","5.59","0.09","1.4","26.0","13","14","-1",,"  360","  360","13.0","17.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-28","3.36","0.19","3.3","28.0","2","1","-16",,"  280","  260","10.1","13.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-01","2.46","0.08","0.7","27.2","-5","6","-20",,"   60","   60","12.1","15.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-02","2.24","0.00","0.2","26.0","3","9","-8",,"   40","   40","8.9","10.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-03","2.24","0.01","0.1","25.2","1","2","-9",,"  200","  200","6.9","8.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-04","2.01","0.00","0.0","25.2","-6","10","-21",,"   40","   40","8.1","8.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-05","2.91","0.00","0.0","25.2","-3","11","-15",,"  190","  200","8.9","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-06","0.89","0.01","0.2","24.0","-4","10","-18",,"   30","   50","4.9","4.9","    1",,,,,"    1",
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-07","1.34","0.02","0.3","24.0","2","18","-14",,"   10","   10","6.0","6.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-08","4.03","0.00","0.0","22.8","14","32","2",,"   50","   50","10.1","14.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-09","1.57","0.00","0.0","22.8","15","29","4",,"   30","   30","6.9","6.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-10","2.68","0.27","3.5","26.0","23","26","13",,"  280","  310","13.0","18.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-11","8.95","0.00","0.1","26.0","10","19","-28",,"  280","  250","23.9","33.1",,,,,,,"    1"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-12","0.45","0.00","0.0","26.0","-18","-2","-35",,"   40","   40","6.0","6.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-13","1.79","0.00","0.0","26.0","-19","8","-35",,"   50","   50","10.1","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-14","2.46","0.00","0.0","26.0","-7","19","-27",,"   40","   50","12.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-15","2.24","0.00","0.0","26.0","0","14","-20",,"   70","  200","6.9","8.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-16","2.24","0.02","0.2","26.0","5","12","-12",,"  200","  200","10.1","13.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-17","2.68","0.00","0.0","26.0","-2","16","-17",,"  360","  360","12.1","14.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-18","3.13","0.01","0.0","25.2","6","15","-7",,"  270","  260","13.0","15.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-19","1.12","0.02","0.4","25.2","4","14","-17",,"   30","   30","8.1","8.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-20","7.61","0.00","0.0","25.2","-3","22","-24",,"   30","   80","15.0","19.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-21","4.03","0.00","0.0","24.0","6","24","-8",,"   30","   30","8.9","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-22","2.24","0.00","0.0","24.0","4","28","-20",,"  180","  170","8.9","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-23","3.36","0.04","0.5","24.0","16","20","7",,"  270","  270","13.0","15.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-24","1.34","0.16","3.5","28.0","13","25","0",,"  130","  210","8.1","10.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-25","3.80","0.03","0.2","27.2","22","32","15",,"  280","  280","19.9","25.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-26","3.80","0.00","0.0","27.2","25","28","16",,"  250","  250","12.1","15.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-27","5.14","0.00","0.1","27.2","20","28","13",,"  270","  270","18.1","23.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-28","5.37","0.00","0.0","27.2","13","21","0",,"  250","  240","12.1","14.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-29","2.91","0.19","3.8","29.9","22","34","18",,"  270","   50","8.1","10.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-30","2.24","0.00","0.0","28.0","29","38","19",,"   50","  200","8.1","8.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-03-31","7.16","0.03","1.3","29.1","27","32","12",,"  250","  270","19.9","25.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-01","7.83","0.02","2.2","29.9","12","11","-7",,"  250","  240","14.1","19.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-02","2.46","0.09","1.3","31.1","2","15","-11",,"   20","  360","8.1","8.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-03","2.24","0.71","7.0","37.0","16","31","14",,"   30","   40","6.9","8.1","    1","    1",,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-04","10.74","0.49","6.2","40.2","31","35","14",,"  280","  250","25.1","35.1","    1","    1",,,,,"    1"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-05","10.74","0.00","0.0","39.0","15","14","-13",,"  270","  250","21.9","30.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-06","1.79","0.00","0.0","39.0","-3","16","-24",,"  190","  190","6.9","8.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-07","2.46","0.00","0.0","38.2","-1","20","-21",,"   10","  360","8.9","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-08","10.51","0.00","0.0","38.2","10","14","-3",,"  260","  260","25.1","31.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-09","4.47","0.00","0.0","38.2","-3","3","-27",,"  270","  250","14.1","18.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-10","4.92","0.00","0.0","38.2","-10","18","-29",,"   60","  100","13.0","16.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-11","5.82","0.00","0.0","37.0","6","33","-15",,"   60","   70","12.1","14.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-12","3.13","0.00","0.0","33.1","32","50","22",,"   60","   70","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-13","1.79","0.00","0.0","31.1","36","49","24",,"   60","  210","8.1","8.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-14","3.80","0.00","0.0","29.1","36","50","20",,"   20","  240","14.1","17.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-15","2.91","0.00","0.0","25.2","39","50","26",,"  270","  200","8.9","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-16","2.24","0.00","0.0","22.0","35","48","19",,"  210","  210","8.1","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-17","2.91","0.00","0.0","20.1","35","55","20",,"   30","   40","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-18","3.36","0.00","0.0","16.1","42","64","25",,"   20","   80","8.9","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-19","3.36","0.00","0.0","13.0","44","59","26",,"  200","  210","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-20","6.71","0.00","0.0","11.0","43","45","26",,"  340","  330","21.9","25.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-21","3.36","0.00","0.0","9.1","35","49","20",,"   30","  360","12.1","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-22","8.50","0.00","0.0","5.9","40","55","27",,"   30","   30","16.1","19.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-23","6.71","0.00","0.0","5.1","44","59","31",,"   80","   70","13.0","17.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-24","3.13","0.00","0.0","3.9","46","63","30",,"   50","  200","10.1","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-25","1.34","0.00","0.0","3.1","45","65","28",,"  100","  340","8.1","19.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-26","8.05","0.00","0.0","2.0","47","60","29",,"   20","   30","21.9","25.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-27","6.93","0.00","0.0","0.0","41","50","31",,"   60","   70","17.0","21.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-28","3.80","0.00","0.0","0.0","39","53","28",,"   80","   80","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-29","4.03","0.04","0.0","0.0","42","50","32",,"  260","  270","17.0","21.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-04-30","9.62","0.00","0.0","0.0","36","39","30",,"  280","  300","17.0","21.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-01","2.01","0.00","0.0","0.0","34","47","30",,"   40","   60","8.1","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-02","6.26","0.00","0.0","0.0","42","59","31",,"   40","   40","17.0","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-03","10.29","0.00","0.0","0.0","50","61","40",,"   50","  360","21.9","29.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-04","5.82","0.12","0.0","0.0","52","63","41",,"  360","   10","15.0","18.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-05","4.92","0.00","0.0","0.0","49","57","36",,"  350","  360","14.1","16.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-06","10.29","0.00","0.0","0.0","51","61","42",,"   60","   50","21.0","28.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-07","5.82","0.00","0.0","0.0","51","59","42",,"  360","  360","12.1","14.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-08","4.92","0.00","0.0","0.0","50","65","35",,"  350","  350","14.1","18.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-09","4.03","0.00","0.0","0.0","56","63","43",,"  240","  220","12.1","16.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-10","4.70","0.00","0.0","0.0","55","65","43",,"   40","   80","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-11","6.26","0.01","0.0","0.0","58","68","44",,"  160","  160","19.9","23.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-12","4.25","0.00","0.0","0.0","52","63","41",,"  360","  340","21.0","23.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-13","4.92","0.00","0.0","0.0","53","67","39",,"   50","  330","16.1","25.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-14","3.80","0.00","0.0","0.0","54","67","37",,"   90","   90","17.0","21.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-15","5.14","0.00","0.0","0.0","55","66","43",,"  280","  360","18.1","23.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-16","5.37","0.19","0.0","0.0","53","63","39",,"  290","  300","16.1","19.0",,,"    1",,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-17","5.14","0.01","0.0","0.0","51","62","43",,"  270","  250","19.9","27.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-18","3.80","0.00","0.0","0.0","52","63","41",,"  210","  170","15.0","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-19","5.37","0.01","0.0","0.0","56","66","47",,"  350","  340","15.0","18.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-20","6.49","0.00","0.0","0.0","56","67","41",,"  180","  110","15.0","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-21","4.70","0.00","0.0","0.0","56","60","45",,"  290","  290","16.1","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-22","7.83","0.01","0.0","0.0","51","55","42",,"  260","  270","19.9","25.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-23","4.03","0.00","0.0","0.0","46","59","37",,"  250","  290","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-24","3.80","0.00","0.0","0.0","53","73","37",,"  110","  100","12.1","17.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-25","8.95","0.00","0.0","0.0","63","71","48",,"   10","   20","21.0","25.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-26","4.92","0.01","0.0","0.0","58","71","43",,"  300","  240","16.1","23.0",,,,,,"    1",
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-27","10.29","0.00","0.0","0.0","58","62","42",,"   20","  360","23.9","29.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-28","14.99","0.00","0.0","0.0","45","50","37",,"   40","   10","21.9","28.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-29","12.53","0.00","0.0","0.0","45","57","39",,"   70","   60","19.9","25.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-30","4.92","0.00","0.0","0.0","55","70","45",,"  310","  260","13.0","17.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-05-31","5.37","0.00","0.0","0.0","62","72","51",,"   20","  140","12.1","15.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-01","5.82","0.02","0.0","0.0","62","66","48",,"  210","  200","18.1","29.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-02","4.03","0.00","0.0","0.0","55","69","45",,"   10","   20","13.0","16.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-03","7.61","0.00","0.0","0.0","61","73","46",,"  300","  310","18.1","23.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-04","5.59","0.14","0.0","0.0","61","71","47",,"  350","  340","17.0","21.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-05","4.03","0.00","0.0","0.0","60","75","46",,"  320","  320","16.1","21.0",,,"    1",,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-06","6.71","0.00","0.0","0.0","63","71","53",,"   40","   40","28.0","32.0",,,"    1",,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-07","7.16","0.00","0.0","0.0","61","75","46",,"  280","  260","19.9","25.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-08","4.25","0.04","0.0","0.0","58","64","50",,"  260","  240","13.0","16.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-09","3.58","0.02","0.0","0.0","58","69","49",,"  200","  200","14.1","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-10","4.70","0.00","0.0","0.0","60","68","52",,"  290","  260","13.0","17.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-11","4.03","0.22","0.0","0.0","59","69","49",,"  280","  280","16.1","23.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-12","5.82","0.00","0.0","0.0","60","74","47",,"   40","   30","21.0","25.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-13","3.80","0.01","0.0","0.0","64","77","55",,"   80","   70","18.1","23.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-14","4.92","0.00","0.0","0.0","65","82","52",,"  130","  110","15.0","19.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-15","3.58","0.00","0.0","0.0","71","84","55",,"  190","  190","10.1","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-16","5.82","0.47","0.0","0.0","71","84","56",,"   20","   10","23.0","29.1",,,"    1","    1",,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-17","3.80","0.12","0.0","0.0","61","66","54",,"  250","  250","14.1","21.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-18","2.91","0.00","0.0","0.0","60","77","48",,"   30","  360","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-19","3.58","0.02","0.0","0.0","66","73","56",,"  180","  210","12.1","14.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-20","2.68","0.00","0.0","0.0","63","76","54",,"  190","  350","10.1","13.0","    1","    1",,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-21","4.03","0.00","0.0","0.0","68","74","59",,"   40","   40","16.1","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-22","3.80","0.00","0.0","0.0","67","79","55",,"  200","  140","15.0","19.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-23","7.16","0.00","0.0","0.0","71","84","58",,"  150","   80","15.0","21.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-24","7.16","0.00","0.0","0.0","73","81","62",,"  260","  240","19.9","30.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-25","4.92","0.00","0.0","0.0","69","76","58",,"  200","  190","16.1","27.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-26","3.80","0.00","0.0","0.0","66","73","55",,"  260","  240","12.1","16.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-27","4.47","0.00","0.0","0.0","64","72","54",,"  260","  250","15.0","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-28","4.70","0.00","0.0","0.0","63","71","52",,"  260","  240","14.1","18.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-29","6.71","0.00","0.0","0.0","64","69","55",,"  280","  260","18.1","27.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-06-30","3.80","0.00","0.0","0.0","63","75","54",,"  250","  240","13.0","17.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-01","4.47","0.00","0.0","0.0","69","88","54",,"   30","   60","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-02","5.59","0.00","0.0","0.0","75","85","58",,"  260","  250","17.0","21.9","    1",,,,,"    1",
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-03","7.83","0.00","0.0","0.0","70","72","58",,"  270","  240","16.1","23.9",,,,,,"    1",
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-04","2.24","0.00","0.0","0.0","62","73","51",,"  110","  100","8.9","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-05","5.59","0.00","0.0","0.0","66","77","55",,"  160","  180","17.0","21.9",,,,,,"    1",
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-06","6.49","0.04","0.0","0.0","65","65","53",,"  350","  250","15.0","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-07","4.47","0.17","0.0","0.0","55","63","48",,"  180","  190","17.0","23.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-08","3.36","0.18","0.0","0.0","55","66","48",,"  300","  310","15.0","19.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-09","5.59","0.06","0.0","0.0","58","71","47",,"  200","  200","18.1","23.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-07-10","3.36","0.00","0.0","0.0","59","74","45",,"  260","  180","10.1","15.0",,,,,,,
