"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WSFI"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-02","2.91","0.00",,"15.0","41","52","34","37","5.7","13.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-03","2.46","0.00",,"12.0","44","54","34","44","4.7","13.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-04","5.14","0.00",,"8.0","49","57","40","46","3.2","18.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-05","4.03","0.00",,"5.0","52","61","43","50","2.2","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-06","7.83","0.00",,"3.0","49","55","43","44","1.2","37.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-07","6.71","0.00",,"2.0","44","48","36","36","0.5","25.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-08","2.24","0.00",,"0.0","42","53","32","40","0.0","15.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-09","4.03","0.00",,"0.0","44","53","34","40","0.0","17.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-10","2.68","0.00",,"0.0","44","54","33","40","0.0","12.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-11","3.36","0.00",,"0.0","48","58","37","45","0.0","16.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-12","6.04","0.00",,"0.0","51","59","44","51","0.0","20.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-13","5.14","0.00",,"0.0","54","61","47","51","0.0","19.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-14","4.47","0.00",,"0.0","53","60","41","41","0.0","24.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-15","3.58","0.20",,"0.0","42","52","35","38","0.0","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-16","4.70","0.10",,"0.0","44","53","38","47","0.0","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-17","6.26","0.00",,"0.0","50","56","45","46","0.0","21.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-18","9.40","0.00",,"0.0","47","53","42","43","0.0","32.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-19","12.75","0.00",,"0.0","40","46","30","30","0.0","49.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-20","6.93","0.20",,"1.0","27","33","24","24","0.1","36.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-21","4.25","0.10",,"1.0","28","35","23","29","0.1","18.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-22","6.93","0.10",,"2.0","32","37","28","33","0.2","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-23","7.61","0.00",,"0.0","37","43","32","37","0.0","31.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-24","8.28","0.00",,"0.0","45","52","37","42","0.0","26.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-25","8.72","0.00",,"0.0","43","49","39","39","0.0","35.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-26","3.58","0.00",,"0.0","47","57","36","45","0.0","15.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-27","6.04","0.00",,"0.0","50","56","44","44","0.0","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-28","4.03","0.00",,"0.0","52","62","42","49","0.0","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-29","2.46","0.00",,"0.0","54","63","45","53","0.0","13.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-30","2.91","0.00",,"0.0","57","66","47","55","0.0","15.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-31","2.68","0.00",,"0.0","60","69","52","58","0.0","14.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-01","5.14","0.00",,"0.0","63","73","54","60","0.0","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-02","5.37","0.00",,"0.0","64","73","57","63","0.0","17.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-03","6.04","0.00",,"0.0","64","72","57","60","0.0","18.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-04","6.26","0.00",,"0.0","61","69","54","56","0.0","21.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-05","8.95","0.00",,"0.0","59","64","52","56","0.0","27.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-06","8.50","0.00",,"0.0","54","60","48","49","0.0","35.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-07","9.84","0.00",,"0.0","48","54","40","40","0.0","36.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-08","7.83","0.00",,"0.0","39","45","35","35","0.0","33.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-09","11.41","0.00",,"0.0","35","42","29","29","0.0","45.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-10","5.59","0.00",,"0.0","39","50","28","42","0.0","23.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-11","6.26","0.00",,"0.0","46","54","39","46","0.0","26.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-12","6.93","0.00",,"0.0","54","61","45","54","0.0","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-13","8.50","0.00",,"0.0","54","60","48","49","0.0","38.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-14","9.84","0.00",,"0.0","49","54","46","47","0.0","37.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-15","7.38","0.00",,"0.0","54","62","45","53","0.0","32.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-16","5.59","0.00",,"0.0","63","71","52","64","0.0","30.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-17","4.70","0.00",,"0.0","69","76","59","65","0.0","19.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-18","6.26","0.00",,"0.0","68","74","62","66","0.0","22.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-19","6.04","0.00",,"0.0","67","74","62","63","0.0","19.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-20","6.71","0.00",,"0.0","65","72","60","63","0.0","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-21","6.49","0.00",,"0.0","62","68","57","57","0.0","24.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-22","6.26","0.00",,"0.0","58","65","50","51","0.0","23.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-23","5.82","0.00",,"0.0","56","63","49","53","0.0","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-24","4.25","0.00",,"0.0","54","63","48","51","0.0","28.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-25","2.91","0.00",,"0.0","59","69","48","60","0.0","13.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-26","3.36","0.00",,"0.0","66","75","55","64","0.0","15.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-27","3.13","0.00",,"0.0","68","79","61","65","0.0","15.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-28","5.14","0.00",,"0.0","69","78","62","67","0.0","20.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-29","6.71","0.00",,"0.0","68","75","62","63","0.0","21.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-06-30","8.95","0.00",,"0.0","64","70","59","60","0.0","27.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-01","7.16","0.10",,"0.0","63","69","59","59","0.0","24.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-02","4.25","0.00",,"0.0","64","73","56","62","0.0","18.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-03","6.04","0.00",,"0.0","64","73","57","57","0.0","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-04","5.37","0.00",,"0.0","61","69","53","60","0.0","21.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-05","4.70","0.00",,"0.0","65","74","57","63","0.0","19.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-06","6.71","0.00",,"0.0","65","72","59","60","0.0","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-07","7.38","0.00",,"0.0","65","71","58","63","0.0","31.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-08","6.93","0.00",,"0.0","66","74","62","65","0.0","28.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-09","5.14","0.00",,"0.0","69","77","62","66","0.0","17.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-10","4.70","0.00",,"0.0","71","79","64","66","0.0","20.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-11","5.37","0.00",,"0.0","71","78","64","68","0.0","26.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-12","5.59","0.00",,"0.0","70","78","63","67","0.0","23.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-13","6.71","0.00",,"0.0","69","74","63","64","0.0","30.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-14","7.38","0.00",,"0.0","64","71","58","58","0.0","23.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-15","8.50","0.00",,"0.0","59","65","55","55","0.0","30.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-16","7.83","0.00",,"0.0","59","66","54","58","0.0","23.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-17","6.71","0.00",,"0.0","62","70","57","61","0.0","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-18","6.93","0.00",,"0.0","65","74","60","62","0.0","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-19","5.37","0.00",,"0.0","63","70","58","59","0.0","28.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-20","7.61","0.00",,"0.0","61","67","57","58","0.0","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-21","7.61","0.00",,"0.0","62","69","57","60","0.0","32.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-22","6.71","0.00",,"0.0","62","69","58","60","0.0","29.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-23","4.70","0.00",,"0.0","64","74","55","62","0.0","22.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-24","5.14","0.00",,"0.0","67","77","59","64","0.0","19.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-25","4.92","0.00",,"0.0","68","75","60","67","0.0","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-26","5.82","0.10",,"0.0","65","74","57","59","0.0","27.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-27","6.71","0.00",,"0.0","58","65","53","58","0.0","24.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-28","2.91","0.00",,"0.0","63","74","54","60","0.0","15.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-29","2.91","0.00",,"0.0","63","73","57","63","0.0","17.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-30","3.58","0.00",,"0.0","64","72","58","61","0.0","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-07-31","6.26","0.00",,"0.0","62","67","59","60","0.0","21.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-01","5.37","0.00",,"0.0","62","71","56","58","0.0","22.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-02","4.70","0.00",,"0.0","65","73","57","64","0.0","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-03","6.71","0.00",,"0.0","67","73","61","65","0.0","24.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-04","5.59","0.00",,"0.0","66","75","60","60","0.0","30.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-05","8.95","0.00",,"0.0","59","64","53","53","0.0","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-06","2.91","0.00",,"0.0","59","68","50","57","0.0","13.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-07","4.92","0.00",,"0.0","63","73","56","59","0.0","25.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-08","6.26","0.00",,"0.0","61","68","56","60","0.0","25.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-09","6.26","0.00",,"0.0","63","71","56","59","0.0","18.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-10","3.80","0.00",,"0.0","65","76","58","62","0.0","19.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-11","5.59","0.00",,"0.0","69","79","62","63","0.0","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-12","4.47","0.00",,"0.0","68","80","60","65","0.0","19.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-13","3.58","0.00",,"0.0","68","77","61","63","0.0","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-14","3.80","0.00",,"0.0","70","78","63","67","0.0","15.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-15","3.13","0.00",,"0.0","72","81","65","70","0.0","14.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-16","6.04","0.00",,"0.0","70","78","62","62","0.0","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-17","8.72","0.10",,"0.0","59","67","52","52","0.0","33.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-18","2.91","0.00",,"0.0","50","59","44","46","0.0","17.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-19","4.47","0.00",,"0.0","52","62","43","51","0.0","16.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-20","5.82","0.00",,"0.0","55","66","48","53","0.0","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-21","9.40","0.00",,"0.0","53","57","49","52","0.0","40.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-22","5.59","0.00",,"0.0","55","62","47","52","0.0","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-23","7.61","0.00",,"0.0","55","63","51","52","0.0","28.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-24","6.04","0.00",,"0.0","54","62","49","52","0.0","27.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-25","6.71","0.00",,"0.0","55","62","50","54","0.0","23.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-26","5.14","0.00",,"0.0","59","67","52","57","0.0","16.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-27","3.80","0.00",,"0.0","62","72","54","59","0.0","19.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-28","2.91","0.00",,"0.0","63","73","56","61","0.0","14.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-29","7.38","0.00",,"0.0","65","72","58","60","0.0","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-30","8.72","0.00",,"0.0","64","71","59","60","0.0","37.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-08-31","6.93","0.00",,"0.0","62","69","57","58","0.0","31.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-01","7.16","0.00",,"0.0","58","65","52","52","0.0","28.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-02","5.82","0.00",,"0.0","55","63","49","49","0.0","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-03","3.13","0.00",,"0.0","57","69","48","57","0.0","17.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-04","3.80","0.00",,"0.0","62","71","54","59","0.0","17.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-05","4.25","0.00",,"0.0","65","74","57","63","0.0","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-06","7.61","0.00",,"0.0","66","74","60","63","0.0","24.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-07","4.70","0.00",,"0.0","67","78","58","61","0.0","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-08","4.47","0.00",,"0.0","67","76","59","66","0.0","23.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-09","5.14","0.00",,"0.0","66","74","52","56","0.0","33.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-10","6.04","0.20",,"0.0","53","58","49","52","0.0","30.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-11","6.49","0.00",,"0.0","56","65","51","56","0.0","23.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-12","6.26","0.00",,"0.0","58","65","53","53","0.0","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-13","4.03","0.00",,"0.0","59","67","51","55","0.0","17.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-14","3.58","0.00",,"0.0","61","72","53","57","0.0","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-15","5.37","0.00",,"0.0","59","69","51","53","0.0","23.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-16","5.37","0.00",,"0.0","56","65","49","53","0.0","20.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-17","5.14","0.00",,"0.0","55","64","50","51","0.0","27.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-18","12.08","0.10",,"0.0","48","53","42","43","0.0","50.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-19","11.41","0.60",,"0.0","44","52","40","42","0.0","53.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-20","2.91","0.00",,"0.0","48","58","40","49","0.0","17.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-21","5.82","0.00",,"0.0","56","67","45","53","0.0","24.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-22","6.93","0.00",,"0.0","56","62","49","50","0.0","30.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-23","2.68","0.00",,"0.0","54","64","45","52","0.0","15.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-24","5.59","0.00",,"0.0","59","70","49","57","0.0","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-25","8.28","0.00",,"0.0","58","65","54","55","0.0","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-26","7.83","0.00",,"0.0","55","62","50","50","0.0","32.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-27","10.29","0.10",,"0.0","48","55","40","41","0.0","41.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-28","5.14","0.20",,"0.0","41","51","34","38","0.0","45.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-29","1.79","0.00",,"0.0","43","53","34","42","0.0","14.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-09-30","1.79","0.00",,"0.0","48","59","39","45","0.0","12.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-01","3.58","0.00",,"0.0","52","62","44","51","0.0","15.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-02","2.46","0.00",,"0.0","55","65","48","53","0.0","13.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-03","4.03","0.00",,"0.0","56","65","50","55","0.0","15.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-04","5.37","0.00",,"0.0","55","60","50","52","0.0","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-05","6.93","0.00",,"0.0","50","56","44","45","0.0","37.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-06","6.04","0.00",,"0.0","44","48","42","42","0.0","32.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-07","6.26","0.00",,"0.0","42","46","38","38","0.0","33.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-08","9.40","0.60",,"0.0","34","38","30","31","0.0","31.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-09","2.46","0.10",,"0.0","37","47","28","38","0.0","12.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-10","6.71","0.00",,"0.0","43","54","36","37","0.0","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-11","8.28","0.10",,"0.0","26","37","21","21","0.0","35.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-12","4.70","0.00",,"0.0","28","38","18","35","0.0","25.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-13","6.71","0.10",,"0.0","37","43","32","32","0.0","18.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-14","1.79","0.00",,"0.0","38","48","28","42","0.0","12.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-15","1.79","0.00",,"0.0","50","60","42","47","0.0","11.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-16","4.70","0.00",,"0.0","50","61","44","44","0.0","17.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-17","8.28","0.50",,"7.0","39","46","25","25","0.8","49.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-18","6.71","0.10",,"4.0","28","34","23","31","0.9","32.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-19","6.26","0.10",,"2.0","37","45","30","37","1.0","32.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-20","7.16","0.20",,"0.0","38","43","32","42","0.0","34.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-21","8.05","1.80",,,"44","46","42","44","0.4","32.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-22","13.20","0.50",,"2.0","36","44","30","30","0.4","47.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-23","8.72","0.50",,"5.0","32","35","29","33","1.3","35.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-24","14.09","7.70",,"7.0","37","42","31","31","3.1","53.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-25","10.74","3.20",,"33.0","29","32","27","27","6.2","33.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-26","12.53","0.10",,"28.0","31","39","-72","38","6.2","30.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-27","6.04","0.00",,"22.0","43","55","36","43","5.8","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-28","1.79","0.00",,"19.0","49","64","42","49","5.7","10.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-29","4.92","0.00",,"15.0","49","54","45","45","5.4","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-30","6.71","0.00",,"11.0","43","46","39","39","4.7","33.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-10-31","7.16","0.00",,"10.0","40","45","38","40","4.2","28.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-11-01","8.05","0.20",,"9.0","38","42","35","37","4.1","35.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-11-02","4.92","0.00",,"7.0","42","48","37","44","3.5","26.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-11-03","4.70",,,"5.0","48","56","43","45","2.8","26.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-11-04","7.83","0.30",,"4.0","41","45","37","43","2.2","33.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-11-05","8.95","0.00",,,"43","47","39","40","2.1","41.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-11-06","12.97","0.00",,"5.0","34","40","31","31","2.1","48.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-11-07","5.14","0.00",,"5.0","31","37","29","31","1.9","28.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-11-08","8.05","0.30",,,"36","42","28",,,"42.1"
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-01",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-02",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-03",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-04",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-05",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-06",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-07",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-08",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-09",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-10",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-11",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-12",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-13",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-14",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-15",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-16",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-17",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-18",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-19",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-20",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-21",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-22",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-23",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-24",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-25",,"0.00","0.0","0.0",,,,,,
"US1CAPC0001","SODA SPRINGS 1.5 SSW, CA US","2020-10-26",,"0.00","0.0",,,,,,,
